# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 21 02:22:32 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%TOI-%%%%%'
# CONSTRAINT:  and sy_snum = 1
# CONSTRAINT:  and sy_pnum = 1
# CONSTRAINT:  and soltype like '%Published Confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-2719 b,TOI-2719,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,3.37594000000,0.00005000000,-0.00005000000,0,,,,,5.98000000,0.46000000,-0.46000000,0,0.53350078,0.04103852,-0.04103852,0,,,,,,,,,,,,,,,,,,1710.00,,,0,,5762.00,50.00,-50.00,0,1.690000,0.100000,-0.100000,0,1.020000,0.130000,-0.130000,0,0.2700,0.0800,-0.0800,0,[m/H],4.220000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h46m13.19s,71.5549449,-00d48m17.54s,-0.8048725,588.36800000,12.72600000,-12.20800000,12.6840000,0.1030000,-0.1030000,11.0570000,0.0230000,-0.0230000,12.5312000,0.0001540,-0.0001540
TOI-2768 b,TOI-2768,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,1.50801000000,0.00000600000,-0.00000600000,0,0.0270000000,0.0019000000,-0.0046000000,0,2.63000000,0.45000000,-0.44000000,0,0.23463329,0.04014638,-0.03925424,0,,,,,,,,,,,,,,,,,,855.00,,,0,M,4008.00,130.39,-130.39,0,0.657000,0.069000,-0.069000,0,0.630000,0.079000,-0.079000,0,,,,,,4.500000,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m27.39s,99.3641336,-15d28m52.33s,-15.4812031,78.45250000,0.18870000,-0.18790000,12.6600000,0.0690000,-0.0690000,9.3690000,0.0210000,-0.0210000,12.2000000,0.0002920,-0.0002920
TOI-277 b,TOI-277,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,3.99400000000,0.00040000000,-0.00040000000,0,0.0269000000,0.0011000000,-0.0011000000,0,2.65000000,0.18000000,-0.18000000,0,0.23641757,0.01605855,-0.01605855,0,,,,,,,,,,,,,,,,,,,,,,,4031.00,21.00,-23.00,0,0.362000,0.008000,-0.004000,0,0.160000,0.010000,-0.010000,0,-0.0100,0.0700,-0.0900,0,[Fe/H],4.580000,0.100000,-0.130000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.66920000,0.13825000,-0.13825000,13.6320000,0.0210000,-0.0210000,9.5570000,0.0230000,-0.0230000,12.7896000,0.0007030,-0.0007030
TOI-2796 b,TOI-2796,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.80849830000,0.00000570000,-0.00000560000,0,0.0569000000,0.0010000000,-0.0011000000,0,17.26183028,,,-1,1.54000000,,,-1,139.84449908,31.78284070,-34.96112477,0,0.44000000,0.10000000,-0.11000000,0,Mass,0.000000,,,0,352.0000,21.0000,-20.0000,0,1205.00,18.00,-17.00,0,,5764.00,81.00,-78.00,0,1.069000,0.024000,-0.024000,0,1.063000,0.057000,-0.062000,0,0.2390,0.0760,-0.0790,0,[Fe/H],4.400000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,350.34300000,6.01800000,-5.82100000,12.4750000,0.0800000,-0.0800000,10.9360000,0.0230000,-0.0230000,12.3642000,0.0002730,-0.0002730
TOI-2818 b,TOI-2818,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.03970900000,0.00000240000,-0.00000230000,0,0.0493000000,0.0010000000,-0.0008000000,0,15.27784069,0.51561311,-0.50440413,0,1.36300000,0.04600000,-0.04500000,0,225.65816897,82.63538582,-82.63538582,0,0.71000000,0.26000000,-0.26000000,0,Mass,0.000000,,,0,598.0000,47.0000,-41.0000,0,1376.00,26.00,-24.00,0,,5721.00,88.00,-83.00,0,1.229000,0.032000,-0.031000,0,0.977000,0.063000,-0.049000,0,-0.0200,0.1100,-0.0900,0,[Fe/H],4.250000,0.034000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h56m14.36s,119.0598183,-35d07m00.16s,-35.1167104,312.67400000,2.26500000,-2.23300000,11.9370000,0.0350000,-0.0350000,10.4030000,0.0250000,-0.0250000,11.8367000,0.0002170,-0.0002170
TOI-283 b,TOI-283,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv251015084M/abstract target=ref>Murgas et al. 2025</a>,17.61745000000,0.00002000000,-0.00001000000,0,0.1230000000,0.0040000000,-0.0040000000,0,2.34000000,0.09000000,-0.09000000,0,0.20876118,0.00802928,-0.00802928,0,6.54000000,2.04000000,-2.04000000,0,0.02057714,0.00641856,-0.00641856,0,Mass,0.000000,,,0,30.4000,2.5000,-2.5000,0,661.00,9.00,-9.00,0,K,5213.00,70.00,-70.00,0,0.850000,0.030000,-0.030000,0,0.800000,0.010000,-0.010000,0,-0.0900,0.0500,-0.0500,0,[Fe/H],4.500000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h54m16.63s,118.5693065,-65d26m29.34s,-65.4414820,82.70130000,0.21170000,-0.21070000,10.4100000,0.0070000,-0.0070000,8.5170000,0.0260000,-0.0260000,10.1971000,0.0005390,-0.0005390
TOI-2842 b,TOI-2842,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.55140580000,0.00000770000,-0.00000780000,0,0.0475000000,0.0010000000,-0.0011000000,0,12.84549188,0.57165802,-0.53803107,0,1.14600000,0.05100000,-0.04800000,0,117.59651059,16.52707716,-14.93793513,0,0.37000000,0.05200000,-0.04700000,0,Mass,0.000000,,,0,781.8000,63.9000,-56.6000,0,1471.00,29.00,-27.00,0,,5910.00,100.00,-100.00,0,1.265000,0.040000,-0.037000,0,1.135000,0.077000,-0.079000,0,0.2330,0.0870,-0.0900,0,[Fe/H],4.288000,0.038000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h12m10.61s,108.0442066,-10d38m21.62s,-10.6393400,460.99500000,7.71900000,-7.47300000,12.5900000,0.0570000,-0.0570000,11.0620000,0.0190000,-0.0190000,12.4636000,0.0003280,-0.0003280
TOI-2876 b,TOI-2876,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,6.29964310000,0.00000700000,-0.00000700000,0,0.0654000000,0.0009000000,-0.0011000000,0,9.63972340,0.33626942,-0.31385146,0,0.86000000,0.03000000,-0.02800000,0,54.03082919,16.52707716,-16.52707716,0,0.17000000,0.05200000,-0.05200000,0,Mass,0.130000,,,1,124.2000,9.6000,-7.3000,0,929.00,17.00,-15.00,0,,5271.00,110.00,-96.00,0,0.873000,0.021000,-0.020000,0,0.939000,0.041000,-0.045000,0,0.3530,0.0730,-0.0760,0,[Fe/H],4.529000,0.025000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m59.36s,110.2473528,-21d06m52.70s,-21.1146384,225.74400000,1.52100000,-1.50000000,12.4010000,0.0690000,-0.0690000,10.4430000,0.0230000,-0.0230000,12.2566000,0.0001120,-0.0001120
TOI-2886 b,TOI-2886,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,1.60200105000,0.00000044000,-0.00000043000,0,0.0287100000,0.0004400000,-0.0005100000,0,18.64053490,0.45956821,-0.39231432,0,1.66300000,0.04100000,-0.03500000,0,444.95976980,73.10053361,-73.10053361,0,1.40000000,0.23000000,-0.23000000,0,Mass,0.110000,,,1,2560.0000,240.0000,-230.0000,0,1978.00,45.00,-46.00,0,,6240.00,150.00,-150.00,0,1.241000,0.024000,-0.022000,0,1.229000,0.057000,-0.065000,0,0.2840,0.0730,-0.0770,0,[Fe/H],4.340000,0.015000,-0.022000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m01.84s,110.0076569,-10d34m11.43s,-10.5698414,413.67300000,6.81200000,-6.60000000,12.2650000,0.0570000,-0.0570000,10.9180000,0.0250000,-0.0250000,12.1953000,0.0001490,-0.0001490
TOI-2969 b,TOI-2969,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>,1.82371460000,0.00000020000,-0.00000020000,0,0.0261000000,0.0002000000,-0.0002000000,0,12.32987877,0.89671846,-0.89671846,0,1.10000000,0.08000000,-0.08000000,0,368.68095212,12.71313628,-12.71313628,0,1.16000000,0.04000000,-0.04000000,0,Mass,0.000000,,,0,382.0000,12.0000,-11.0000,0,1186.00,52.00,-52.00,0,K3 V,4738.00,100.00,-100.00,0,0.700000,0.050000,-0.050000,0,0.710000,0.020000,-0.020000,0,0.0800,0.0500,-0.0500,0,[Fe/H],4.560000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m15.03s,150.0626247,-47d26m42.88s,-47.4452436,163.99600000,0.69500000,-0.69000000,12.7960000,0.0920000,-0.0920000,10.2500000,0.0230000,-0.0230000,12.6195000,0.0004220,-0.0004220
TOI-2977 b,TOI-2977,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.35056140000,0.00000250000,-0.00000250000,0,0.0338600000,0.0006700000,-0.0005000000,0,13.15934334,0.34747840,-0.30264248,0,1.17400000,0.03100000,-0.02700000,0,533.95172376,82.63538582,-79.45710175,0,1.68000000,0.26000000,-0.25000000,0,Mass,0.000000,,,0,947.8000,66.9000,-61.7000,0,1544.00,26.00,-26.00,0,,5691.00,94.00,-93.00,0,1.073000,0.024000,-0.020000,0,0.936000,0.057000,-0.041000,0,0.0130,0.0870,-0.0850,0,[Fe/H],4.350000,0.012000,-0.013000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h35m42.36s,143.9265177,-60d21m26.91s,-60.3574758,,,,12.6334000,0.0460000,-0.0460000,10.6660000,0.0260000,-0.0260000,12.4443000,0.0028760,-0.0028760
TOI-2981 b,TOI-2981,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240907520M/abstract target=ref>Mantovan et al. 2024</a>,3.60150100000,0.00000200000,-0.00000200000,0,0.0480000000,0.0020000000,-0.0020000000,0,13.40000000,0.42000000,-0.42000000,0,1.19546999,0.03746995,-0.03746995,0,638.00000000,33.00000000,-33.00000000,0,2.00737249,0.10382961,-0.10382961,0,Mass,0.035000,,,1,,,,,1358.00,39.00,-39.00,0,,5940.00,75.00,-75.00,0,1.080000,0.032000,-0.032000,0,1.030000,0.060000,-0.060000,0,-0.1100,0.1000,-0.1000,0,[Fe/H],4.280000,0.210000,-0.210000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h53m56.97s,163.4873940,-25d31m28.56s,-25.5245988,527.78900000,7.18800000,-7.00100000,13.3610000,0.1030000,-0.1030000,11.7800000,0.0240000,-0.0240000,13.1868000,0.0002600,-0.0002600
TOI-2986 b,TOI-2986,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,3.27836620000,0.00000440000,-0.00000430000,0,0.0448900000,0.0009600000,-0.0008800000,0,9.29224500,0.25780656,-0.23538859,0,0.82900000,0.02300000,-0.02100000,0,96.61983573,21.29450327,-27.33324300,0,0.30400000,0.06700000,-0.08600000,0,Mass,0.140000,,,1,1156.0000,53.0000,-50.0000,0,1622.00,18.00,-18.00,0,,5906.00,66.00,-69.00,0,1.458000,0.033000,-0.031000,0,1.122000,0.074000,-0.064000,0,0.0950,0.0670,-0.0610,0,[Fe/H],4.165000,0.018000,-0.028000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h55m05.17s,163.7715605,-06d28m42.43s,-6.4784524,563.14900000,25.77900000,-23.65500000,12.6330000,0.0800000,-0.0800000,11.1870000,0.0190000,-0.0190000,12.4758000,0.0005350,-0.0005350
TOI-2989 b,TOI-2989,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRENSCH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250604923F/abstract target=ref>Frensch et al. 2025</a>,3.12283200000,0.00000100000,-0.00000100000,0,0.0384000000,0.0003000000,-0.0003000000,0,12.55405838,0.56044903,-0.56044903,0,1.12000000,0.05000000,-0.05000000,0,953.48522100,63.56568140,-63.56568140,0,3.00000000,0.20000000,-0.20000000,0,Mass,0.000000,,,0,124.0000,4.0000,-4.0000,0,1001.00,43.00,-42.00,0,K4 V,4672.00,170.00,-170.00,0,0.760000,0.030000,-0.030000,0,0.770000,0.020000,-0.020000,0,-0.0400,0.0700,-0.0700,0,[Fe/H],4.580000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h24m55.60s,171.2316754,-27d03m44.50s,-27.0623619,195.79500000,1.01200000,-1.00100000,13.8590000,0.0570000,-0.0570000,10.8610000,0.0210000,-0.0210000,13.4755000,0.0009400,-0.0009400
TOI-2992 b,TOI-2992,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,3.00781200000,0.00000190000,-0.00000190000,0,0.0434000000,0.0009000000,-0.0013000000,0,13.75341932,0.50440413,-0.50440413,0,1.22700000,0.04500000,-0.04500000,0,1058.36859531,123.95307873,-123.95307873,0,3.33000000,0.39000000,-0.39000000,0,Mass,0.089000,,,1,1484.0000,88.0000,-81.0000,0,1726.00,25.00,-24.00,0,,6000.00,100.00,-110.00,0,1.545000,0.046000,-0.047000,0,1.210000,0.070000,-0.100000,0,0.0840,0.0680,-0.0600,0,[Fe/H],4.139000,0.042000,-0.047000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m15.98s,164.3165643,-32d19m20.78s,-32.3224375,542.02600000,13.26600000,-12.65800000,12.6030000,0.0800000,-0.0800000,11.0270000,0.0220000,-0.0220000,12.3899000,0.0002640,-0.0002640
TOI-3023 b,TOI-3023,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.90149710000,0.00000310000,-0.00000310000,0,0.0505000000,0.0015000000,-0.0009000000,0,16.43236571,0.48198617,-0.35868738,0,1.46600000,0.04300000,-0.03200000,0,197.05361234,31.78284070,-28.60455663,0,0.62000000,0.10000000,-0.09000000,0,Mass,0.000000,,,0,1084.0000,68.0000,-65.0000,0,1596.00,24.00,-25.00,0,,5760.00,85.00,-88.00,0,1.668000,0.046000,-0.033000,0,1.120000,0.110000,-0.060000,0,0.0850,0.0840,-0.0830,0,[Fe/H],4.048000,0.017000,-0.021000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m15.80s,165.3158231,-72d21m24.14s,-72.3567044,389.91600000,3.19600000,-3.14600000,12.2520000,0.0800000,-0.0800000,10.2430000,0.0230000,-0.0230000,12.0336000,0.0001470,-0.0001470
TOI-3071 b,TOI-3071,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HACKER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.1415H/abstract target=ref>Hacker et al. 2024</a>,1.26693800000,0.00000200000,-0.00000200000,0,0.0249000000,0.0001000000,-0.0001000000,0,7.16000000,0.57000000,-0.51000000,0,0.63877351,0.05085208,-0.04549923,0,68.20000000,3.50000000,-3.50000000,0,0.21458120,0.01101223,-0.01101223,0,Mass,0.090000,,,1,,,,,2155.00,40.00,-40.00,0,,6177.00,62.00,-62.00,0,1.310000,0.040000,-0.040000,0,1.290000,0.020000,-0.020000,0,0.3500,0.0400,-0.0400,0,[Fe/H],4.370000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h33m06.97s,173.2790517,-56d30m12.19s,-56.5033871,485.21900000,9.04400000,-8.72500000,12.3830000,0.0570000,-0.0570000,11.0050000,0.0210000,-0.0210000,12.2766000,0.0001520,-0.0001520
TOI-3082 b,TOI-3082,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,1.92690700000,0.00012800000,-0.00013400000,0,,,,,3.66210000,0.14640000,-0.14480000,0,0.32671124,0.01306096,-0.01291821,0,,,,,,,,,,,,,,,,,,1032.78,,,0,,4263.00,100.00,-100.00,0,0.684700,0.061300,-0.061300,0,0.664000,0.079800,-0.079800,0,0.1700,0.0800,-0.0800,0,[M/H],4.625000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h03m37.94s,195.9080719,-19d13m08.34s,-19.2189845,113.04800000,0.45600000,-0.45300000,12.9340000,0.0800000,-0.0800000,9.8810000,0.0210000,-0.0210000,12.5313000,0.0002630,-0.0002630
